_id,Sentence,Company,Sentiment,Type,Coarse-Grained Event,Fine-Grained Event,Industry
17038,$SPY Looks like bear traps getting laid faster than Cadbury Creme Eggs by the Easter Bunny,SPY,POS,post,Stock Affairs,Stock Price Movement,Financial Services
17049,$BBRY Sierra. Has a great cash balance and impressive growth rate.Would be a wonderful marriage!,BBRY,POS,post,Financial Affairs,Other Financial Affairs,Communications Equipment
17051,$IWM same conditions that sent markets to tumble all hitting this week,IWM,NEG,post,Business Operations,Other Business Operations Affairs,Financial Services
17055,$CRK time to accumulate for a long position with far more upside than downside,CRK,POS,post,Stock Affairs,Stock Price Movement,"Oil, Gas & Consumable Fuels"
17066,$BWLD bearish engulfing candle,BWLD,NEG,post,Stock Affairs,Stock Price Movement,Specialty Retail
17075,for @vnoto74 to follow:  after a SELL signal by $NDX internals [06/23] ~> technical SELL $QQQ [06/25] ~> DOWN,QQQ,NEG,post,Stock Affairs,Stock Price Movement,Financial Services
17077,$AWR Standard & Poor's Affirms 'A+' Credit Rating at American States Water Company and Golden State Water Company http://stks.co/f2P94,AWR,POS,post,Financial Affairs,Other Financial Affairs,Water Utilities
17080,$FREE Ha Heeeeeere comes the pump! So glad I picked up 9K end of day! Get ready for the bull ride!,FREE,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
17082,$NUAN held up well after the big gains! Maybe we're finally on the move on this!!its still very undervalued and has major upside,NUAN,POS,post,Stock Affairs,Stock Price Movement,Software
17085,Why $MCD looks set to fall further. http://stks.co/f2fgj,MCD,NEG,post,Stock Affairs,Stock Price Movement,"Hotels, Restaurants & Leisure"
17087,@technik I still have a smaller $GILD pos. Being very tender with cash due to volatility. So reluctant to keep many big positions.,GILD,POS,post,Stock Affairs,Stock Price Movement,Pharmaceuticals
17093,$FB bot some @78.47 breakout from the consolidation zone :D,FB,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
17095,$XLI Potential intermediate top in an Uptrend on a 60'-15'-4' charts http://stks.co/j1TdF,CRM,POS,post,Stock Affairs,Stock Price Movement,Software
17097,$TWTR sad the only thing to move this is a takeover rumor only to be sold off next day !,TWTR,NEG,post,Business Operations,Other Business Operations Affairs,Interactive Media & Services
17098,"$VRTX Vertex. Monthly -lower hi/lower lo,  Long term uptrend intract so far",VRTX,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
17103,$GEVO PLUNGING!  Back to $3.55.,GEVO,NEG,post,Stock Affairs,Stock Price Movement,Chemicals
17108,energy still failing to close above the 10D MA.  continues to stand out weak $XLE,XLE,NEG,post,Stock Affairs,Stock Price Movement,Energy Equipment & Services
17119,$ENB.CA {Head&Shoulders} bullish reversal setup and breakout. Oil and Gas Pipleline stock. $USO,USO,POS,post,Stock Affairs,Stock Price Movement,Energy Equipment & Services
17123,"$IMRS - it's important to be pragmatic in analysis...high prices could offer head-winds....bullish story intact,evenif the market rolls over",IMRS,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
17124,Micron Shares Pounded On Fears Of Loss Of Business From Apple; Stifel Defends $AAPL $MU http://stks.co/t1Z8T @Marjo,MU,NEG,post,Business Operations,Other Business Operations Affairs,Semiconductors & Semiconductor Equipment
17125,"$CHKP ABC Bullish Pattern, Targets https://t.co/uVMmRSR5Zy",CHKP,POS,post,Stock Affairs,Stock Price Movement,Software
17130,$TSLA is now up 57% from its February low. Amazing rebound.,TSLA,POS,post,Stock Affairs,Stock Price Movement,Automobiles
17147,$SBUX downgraded to neutral at Deutsche Bank. Price target reduced to $64 from $70.,SBUX,NEG,post,Stock Affairs,Other Stock Affairs,"Hotels, Restaurants & Leisure"
17148,"Micron Technology Inc #NASDAQ: $MU down 2.3% today and down 8.9% since being put on ""The Short"" https://t.co/EQQLTfUiOU",MU,NEG,post,Stock Affairs,Stock Price Movement,Semiconductors & Semiconductor Equipment
17157,$YHOO About to break out on the 5-min...,YHOO,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
17162,$GILD 91 now support. $IBB $BIB https://t.co/GIoOf6zbKv,IBB,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
17172,$FB down 7.5% from this #bearish pattern.  Considering the #bullish sentiment - That's an impressive bearish move https://t.co/TaJF0cH2qh,FB,NEG,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
17195,$SAVE long. https://t.co/yEJuS9cMlC,SAVE,POS,post,Stock Affairs,Stock Price Movement,Passenger Airlines
17209,@mugatushair Now it is time to short $TSLA,TSLA,NEG,post,Stock Affairs,Other Stock Affairs,Automobiles
17213,$COST Costco less than stellar day but it held the 50 day moving average,COST,NEG,post,Stock Affairs,Stock Price Movement,Broadline Retail
17219,"$AGN and $PYPL under pressure along with the market, however there were bullish options trades in both this morning https://t.co/9xG5W8nONT",PYPL,POS,post,Stock Affairs,Stock Price Movement,Consumer Finance
17238,Costco: A Premier Retail Dividend Play https://t.co/Fa5cnh2t0t $COST,COST,POS,post,Shareholder Affairs,Other Shareholder Affairs,Broadline Retail
17244,$INTC finally some nice downside move... looking for the 31 handle to break,INTC,NEG,post,Stock Affairs,Stock Price Movement,Semiconductors & Semiconductor Equipment
17250,"$YHOO fishy action. New party interested (DailyMail) bounce & retreats. Not short by any means, but action questions big up move. Thoughts?",YHOO,NEG,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
17252,"Sheryl Sandberg Sells 109,000 Shares of Facebook Inc $FB Stock https://t.co/3vXT7AMnpk via @RatingsNetwork",FB,NEG,post,Shareholder Affairs,Stock Holding Adjustment,Interactive Media & Services
17267,Amazon has been selling surveillance cameras infected with malware $AMZN #Amazon  https://t.co/TohLEQ8FK6 https://t.co/5PR4cBtVVy,AMZN,NEG,post,Business Operations,Product Dynamics,Broadline Retail
17269,"$TSLA 5th wave down on the 1 hour chart, hammer candle developing, close to 200 sma, might be a good spot for calls",TSLA,POS,post,Stock Affairs,Stock Price Movement,Automobiles
17272,Baird Upgrades Tesla Motors $TSLA to Outperform https://t.co/1FA6aTOqlw,TSLA,POS,post,Stock Affairs,Other Stock Affairs,Automobiles
17274,$ilmn piper Jeffries raises pt.  I remain long,ILMN,POS,post,Stock Affairs,Other Stock Affairs,Life Sciences Tools & Services
17289,"@HopeTurock yes, the expectations of a deal are somewhat priced in but we could see a nice pop if bids come in higher than expected... $YHOO",YHOO,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
17293,I don't see it. 200 day sma is the big hurdle. There is a good base building. $NFLX  https://t.co/ImKYGO2cyc,NFLX,POS,post,Stock Affairs,Stock Price Movement,Entertainment
17304,Daily Mail parent company in talks with potential partners about joint bid for Yahoo's internet assets: https://t.co/mK7MEMtADT $YHOO,YHOO,POS,post,Financing and Investment,Mergers and Acquisitions,Interactive Media & Services
17343,expecting  $SPY to close above 205.20 $AAPL,SPY,POS,post,Stock Affairs,Stock Price Movement,Financial Services
17345,"$FB trending nicely, intraday.",FB,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
17348,Starbucks' Digital Strategy To Drive Significant Growth With Customer Loyalty $SBUX https://t.co/Xk6lZ3UI3K,SBUX,POS,post,Business Operations,Other Business Operations Affairs,"Hotels, Restaurants & Leisure"
17359,"$QCOM chart: Qualcomm Short 61.8% Retracement, Trendline and Resistance. https://t.co/2WQqh35KOY",QCOM,NEG,post,Stock Affairs,Stock Price Movement,Semiconductors & Semiconductor Equipment
17373,"$INTU is in the process of streamlining its structure, especially through divestment of non-core businesses   https://t.co/dR5baNun2u",INTU,POS,post,Business Operations,Other Business Operations Affairs,Software
17383,"$TSLA steaming up again, this stock is relentless at the moment",TSLA,POS,post,Stock Affairs,Stock Price Movement,Automobiles
17387,.@barronsonline sees #Apple at $150/share in a year (+36% from today) on growing services business. $AAPL https://t.co/3BDNEKN7l1,AAPL,POS,post,Stock Affairs,Other Stock Affairs,Household Durables
17404,Adobe Receives New Rating from Top Analyst $ADBE https://t.co/LJNXPEvHZN,ADBE,POS,post,Financial Affairs,Other Financial Affairs,Software
17409,Activision Blizzard Media Networks Announces Record #Esports Viewership https://t.co/729BiqLbtK $ATVI partnered with $HDSI for 9 #tournament,HDSI,POS,post,Financial Affairs,Other Financial Affairs,Biotechnology
17423,"Also, BMO had just initiated $incy with an outperform yesterday, while several other firms all reiterated buy ratings.",INCY,POS,post,Stock Affairs,Other Stock Affairs,Biotechnology
645,"Britain's FTSE steadies, supported by Dixons Carphone",Dixons Carphone,POS,headline,Stock Affairs,Stock Price Movement,Specialty Retail
651,Glaxo's ViiV Healthcare Signs China Manufacturing Deal With Desano,Glaxo,POS,headline,Business Operations,Initiating Cooperation,Pharmaceuticals
653,AstraZeneca sells Caprelsa rights to Sanofi unit,Sanofi,POS,headline,Business Operations,Initiating Cooperation,Pharmaceuticals
659,UPDATE 5-Barclays Chairman McFarlane axes CEO to speed up strategic change,Barclays,NEG,headline,Business Operations,Other Business Operations Affairs,Banks
665,Miners Meltdown as BHP to Rio Tinto Sink in Commodities Rout,Rio Tinto,NEG,headline,Stock Affairs,Stock Price Movement,Metals & Mining
669,"FTSE led lower by M&S, GlaxoSmithKline",M&S,NEG,headline,Stock Affairs,Stock Price Movement,Broadline Retail
67,Morrisons faces festive sales test,Morrisons,NEG,headline,Financial Affairs,Other Financial Affairs,Consumer Staples Distribution & Retail
670,GKN to buy Fokker Technologies for 706 mln euros,GKN,POS,headline,Financing and Investment,Mergers and Acquisitions,Aerospace & Defense
671,Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,Gleneagles Hotel,POS,headline,Business Operations,Initiating Cooperation,"Hotels, Restaurants & Leisure"
671,Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,Ennismore Group,POS,headline,Business Operations,Initiating Cooperation,"Hotels, Restaurants & Leisure"
674,"UPDATE: CIB, Legal & General Sell Egyptian Life Joint Venture To AXA",CIB,POS,headline,Business Operations,Initiating Cooperation,Banks
679,Chime Communications Set To Be Acquired By WPP And Providence,WPP,POS,headline,Financing and Investment,Mergers and Acquisitions,Media
680,"CompaniesNew Aggreko CEO to reshape business, strip costs",Aggreko,POS,headline,Business Operations,Other Business Operations Affairs,Machinery
682,AstraZeneca to Pay Inovio Up to $700 Million for Cancer Drug,Inovio,POS,headline,Business Operations,Initiating Cooperation,Biotechnology
686,Rio Tinto CEO says iron ore market at equilibrium,Rio Tinto,NEU,headline,Business Operations,"Sales, Market Share Changes",Metals & Mining
687,US sanctions put Gazprom-Shell alliance plans in jeopardy,Shell,NEG,headline,Compliance and Credit,Other Compliance and Credit Affairs,"Oil, Gas & Consumable Fuels"
688,Standard Chartered Not Raising Capital Yet As Dividend Cut,Standard Chartered,NEG,headline,Shareholder Affairs,Other Shareholder Affairs,Banks
69,Tesco share price dips as Blinkbox Books closes ending supermarket's digital ...,Tesco,NEG,headline,Stock Affairs,Stock Price Movement,Consumer Staples Distribution & Retail
69,Tesco share price dips as Blinkbox Books closes ending supermarket's digital ...,Blinkbox,NEG,headline,Stock Affairs,Stock Price Movement,Entertainment
692,"UPDATE 1-BHP Billiton's credit ratings fragile in FY16, agencies warn",BHP,NEG,headline,Compliance and Credit,Other Compliance and Credit Affairs,Metals & Mining
693,CRH adds CR Laurence to acquisitions tally for $1.3bn,CRH,POS,headline,Financing and Investment,Mergers and Acquisitions,Construction Materials
7,Stakes High for AstraZeneca Heart Drug Facing Tough Competition,AstraZeneca,NEG,headline,Compliance and Credit,Other Compliance and Credit Affairs,Pharmaceuticals
70,Shire to buy NPS for $5.2 billion to boost rare disease drugs,Shire,POS,headline,Financing and Investment,Mergers and Acquisitions,Pharmaceuticals
701,Novartis buys remaining rights to GSK treatment in deal up to $1 billion,Novartis,POS,headline,Business Operations,Initiating Cooperation,Pharmaceuticals
702,"AstraZeneca bags another cancer drug deal, this time with Inovio",Inovio,POS,headline,Business Operations,Initiating Cooperation,Biotechnology
704,REFILE-Aviva Investors to move 34 bln euros in assets from AXA fund arm,AXA,NEG,headline,Financing and Investment,Capital Flows,Insurance
715,"L&G still paying price for dividend cut during crisis, chief says",L&G,NEG,headline,Shareholder Affairs,Other Shareholder Affairs,Capital Markets
726,Buffett's Company Reports 37 Percent Drop in 2Q Earnings,Berkshire Hathaway Inc.,NEG,headline,Business Operations,Other Business Operations Affairs,Insurance
730,Travis Perkins Hikes Dividend 20% As Profit And Revenue Rise,Travis Perkins,POS,headline,Shareholder Affairs,Other Shareholder Affairs,Trading Companies & Distributors
738,"Tesco, Asda sales fall as march of the discounters continues: Kantar",Tesco,NEG,headline,Financial Affairs,Other Financial Affairs,Consumer Staples Distribution & Retail
741,Shire proposes $30 bln all-share tie-up with Baxalta,Shire,POS,headline,Financing and Investment,Mergers and Acquisitions,Pharmaceuticals
742,Shire CEO steps up drive to get Baxalta board talking,Shire,POS,headline,Business Operations,Other Business Operations Affairs,Pharmaceuticals
747,"Tesco, Asda sales fall as march of the discounters continues-Kantar",Asda,NEG,headline,Business Operations,"Sales, Market Share Changes",Consumer Staples Distribution & Retail
758,Verizon and AT&T accused of hurting rivals,Verizon,NEG,headline,Compliance and Credit,Regulatory Inquiries,Diversified Telecommunication Services
759,"FTSE 100 falls as China devaluation hits Burberry, mining stocks",Burberry,NEG,headline,Stock Affairs,Stock Price Movement,"Textiles, Apparel & Luxury Goods"
76,AstraZeneca's MedImmune Inks Licensing Deal With Omnis Pharmaceuticals,Omnis Pharmaceuticals,POS,headline,Business Operations,Initiating Cooperation,Biotechnology
764,"Nine banks including Barclays, Citi, agree to pay $2 billion to settle forex ...",Citi,NEG,headline,Compliance and Credit,Company Litigation,Banks
78,FDA approves Shire's Vyvanse for binge-eating disorder,Shire,POS,headline,Compliance and Credit,Regulatory Inquiries,Pharmaceuticals
784,CompaniesCar insurer Hastings Group driving Â£180m IPO,Hastings Group,POS,headline,Stock Affairs,Stock Status,Insurance
8,UPDATE 1-Dairy Crest loses a third of Morrisons milk contract,Morrisons,NEG,headline,Business Operations,"Sales, Market Share Changes",Consumer Staples Distribution & Retail
808,Glencore slumps 25 pct as debt fears grow,Glencore,NEG,headline,Compliance and Credit,Other Compliance and Credit Affairs,Metals & Mining
815,Horizonte acquires neighbouring Glencore nickel property in Brazil,Horizonte,POS,headline,Financing and Investment,Mergers and Acquisitions,Metals & Mining
82,Companies Thetrainline.com announces arrival of London IPO,Thetrainline.com,POS,headline,Stock Affairs,Stock Status,"Hotels, Restaurants & Leisure"
820,UPDATE 1-Engineering firm Smiths Group confirms CEO appointment,Morrissons,POS,headline,Management Affairs,"Directors, Supervisors, and Senior Executives Dynamics",Consumer Staples Distribution & Retail
821,Industry NewsMorrisons unveils which stores will close as 900 jobs face the axe,Morrissons,NEG,headline,Business Operations,Other Business Operations Affairs,Consumer Staples Distribution & Retail
827,Glencore slumps 30 percent as debt fears grow,Glencore,NEG,headline,Compliance and Credit,Other Compliance and Credit Affairs,Metals & Mining
